nretweets,srclng,srclat,dstlng,dstlat
3,4.481776,51.924216,5.291266,52.132633
3,-3.74922,40.463667,-3.6358445,38.0936199
3,53.934423,26.5681406,-106.346771,56.130366
3,4.3006999,52.0704978,5.291266,52.132633
3,-1.0818995,53.9622908,35.243322,38.963745
3,-73.5539925,45.5086699,-3.7003454,40.4166909
3,-0.137163,50.82253,-1.61778,54.978252
3,6.1422961,46.1983922,172.6362254,-43.5320544
3,-84.7227071,39.0841968,27.6782309,62.8980111
3,151.2068896,-33.873651,-95.712891,37.09024
3,-74.0059731,40.7143528,152.9725538,-27.4978313
3,2.3522219,48.856614,-3.435973,55.378051
3,6.1422961,46.1983922,13.2253589,52.4602008
3,-3.435973,55.378051,-92.1450245,31.2448234
3,-3.7003454,40.4166909,-100.9807003,23.375267
3,-102.552784,23.634501,-98.24,19.3
3,73.017776,19.0055241,77.22496,28.635308
3,2.3522219,48.856614,2.909221,50.452176
3,-105.2705456,40.0149856,-76.9830358,39.8006553
3,-116.4505514,34.2849576,-95.712891,37.09024
3,6.0560873,46.2339591,-3.435973,55.378051
3,35.082678,32.933052,-51.92528,-14.235004
3,34.7961722,32.0464987,-3.435973,55.378051
3,-102.1732882,31.9524799,73.060547,33.718151
3,149.1286843,-35.2819998,138.5999453,-34.9287264
3,6.1422961,46.1983922,120.8969634,14.4791297
3,-0.5161829,51.655632,-1.691786,53.905825
3,-1.255285,51.751724,144.9630556,-37.8136111
3,6.1422961,46.1983922,-106.4497222,35.2102777
3,-84.7227071,39.0841968,-106.6511367,35.0844909
3,6.1422961,46.1983922,-66.4619164,46.5653163
3,-51.2287346,-30.0277041,-0.1584615,51.5238379
3,6.1422961,46.1983922,5.547519,51.469789
3,2.1412273,41.3721885,-4.6383126,37.5896304
3,-0.1276831,51.5073346,-81.4928511,31.1422963
3,-0.1276831,51.5073346,-106.4508639,52.9399159
3,5.291266,52.132633,-57.6604364,53.1355091
3,-2.58791,51.454513,7.6615938,51.4332367
3,-122.6762071,45.5234515,-5.9340683,54.5974433
3,-80.2264393,25.7889689,16.3738189,48.2081743
3,-76.93776,38.9896967,-74.297333,4.570868
3,-3.74922,40.463667,-4.0244759,39.8567775
3,-95.712891,37.09024,-114.057141,51.045113
3,-70.7307476,-33.5002916,2.8236999,41.9817957
3,-46.6388182,-23.5489433,8.0725277,49.1014753
3,-2.58791,51.454513,-38.5433948,-3.7183943
3,6.1422961,46.1983922,-93.6091064,41.6005448
3,-0.5249038,38.3960999,-3.5979291,37.1764874
3,-99.133208,19.4326077,-74.0059731,40.7143528
3,16.2537357,39.2982629,12.243039,45.6669011
3,6.1422961,46.1983922,-115.248215,32.6282
3,-0.180911,51.516516,-1.1743197,52.3555177
3,-122.3320708,47.6062095,-73.5539925,45.5086699
3,-102.552784,23.634501,-90.2995785,19.1877616
3,-111.0937311,39.3209801,-81.3241332,28.787352
3,6.1422961,46.1983922,4.2574759,51.210318
3,6.0560873,46.2339591,-2.9915726,53.4083714
3,-0.1276831,51.5073346,3.057256,50.62925
3,-0.1276831,51.5073346,-46.6412925,-23.638029
3,-102.552784,23.634501,-0.8799101,41.6568307
3,-3.435973,55.378051,-0.1584615,51.5238379
3,115.0735653,-33.9536762,-8.24389,53.41291
3,4.8951679,52.3702157,-86.7833333,36.1666667
3,6.1422961,46.1983922,-1.987248,50.71505
3,-0.1276831,51.5073346,-112.84184,49.69349
3,143.8342701,-37.5909608,-5.9962951,37.38264
3,13.003822,55.604981,36.8219462,-1.2920659
3,-118.2436849,34.0522342,-87.6349178,41.9116202
3,-102.3276229,21.9344328,-5.9962951,37.38264
3,2.5687345,39.5339223,2.1699187,41.387917
3,-105.2705456,40.0149856,6.8936619,52.2215372
3,-0.1276831,51.5073346,-76.3055144,40.0378755
3,-4.2684704,41.0756456,-110.9613299,29.0891857
3,24.9435553,60.1665856,-1.255285,51.751724
3,-8.395835,43.3708731,-0.4809945,38.34521
3,24.9736013,60.2034105,24.9435553,60.1665856
3,-2.6716351,42.8467181,-5.9962951,37.38264
3,6.1422961,46.1983922,-1.9844474,43.3208116
3,6.1422961,46.1983922,1.245587,41.132446
3,-67.999815,10.174127,-69.9833333,18.5
3,6.1422961,46.1983922,-122.1660756,37.424106
3,151.2068896,-33.873651,18.06491,59.32893
3,-0.1276831,51.5073346,-0.0646437,51.5517953
3,-93.0899578,44.9537029,-122.6762071,45.5234515
3,-99.2377778,19.4752778,-99.133208,19.4326077
3,8.6724335,49.3987524,11.5770851,48.1366069
3,-4.6524982,50.5036299,-75.6971931,45.4215296
3,-81.6954088,41.4994954,-119.4179324,36.778261
3,-0.1276831,51.5073346,-1.198674,53.147195
3,2.3522219,48.856614,0.68484,47.394144
3,-6.2600825,53.3494426,36.8219462,-1.2920659
3,-2.247926,53.479251,-0.1584615,51.5238379
3,-0.1276831,51.5073346,-68.146248,-16.4990099
3,-106.0737,28.630581,-103.4,20.7166667
3,-122.6762071,45.5234515,-9.13977,38.7238273
3,-3.7003454,40.4166909,2.5687345,39.5339223
3,-118.2436849,34.0522342,0.6673665,51.7659078
3,-3.435973,55.378051,-2.6276908,53.9690089
3,6.1422961,46.1983922,80.771797,7.873054
3,4.8951679,52.3702157,-97.7430608,30.267153
3,150.5099759,-23.3776546,10.5267696,52.2688736
3,18.643501,60.128161,24.9435553,60.1665856
3,6.0560873,46.2339591,-87.6297982,41.8781136
3,-2.6179366,42.17146,-1.8600701,38.9976516
3,14.2412192,46.6487277,27.12872,38.41885
3,-74.0059731,40.7143528,-76.1474244,43.0481221
3,-70.641997,-33.4691199,-71.250204,-29.906301
3,-6.9495221,37.2571526,-5.844781,43.3602994
3,-74.0059731,40.7143528,12.4607737,41.9015141
3,-122.03476,37.362517,-76.6121893,39.2903848
3,-77.0363658,38.8951118,56.3525677,25.1173883
3,-3.74922,40.463667,-4.7277528,37.5442706
3,2.1699187,41.387917,-83.555212,41.6639383
3,-96.769923,32.802955,103.819836,1.352083
3,0.121817,52.205337,-117.1572551,32.7153292
3,-74.0059731,40.7143528,-118.1956168,33.768321
3,-0.1276831,51.5073346,17.1072618,48.1462386
3,6.1422961,46.1983922,-0.1274959,51.5072184
3,-122.3320708,47.6062095,7.1861849,50.6920038
3,-3.435973,55.378051,175.279253,-37.7870012
3,151.2068896,-33.873651,-77.1945247,41.2033216
3,-89.4012302,43.0730517,-89.4012302,43.0730517
3,-95.712891,37.09024,-103.343803,20.67359
3,-73.95,40.65,-82.3248262,29.6516344
3,-122.4194155,37.7749295,174.776236,-41.2864603
3,-3.74922,40.463667,-4.0907323,40.6734859
3,31.2357116,30.0444196,31.2357116,30.0444196
3,-0.1276831,51.5073346,110.368797,-7.797224
3,6.0560873,46.2339591,-73.5539925,45.5086699
3,6.1422961,46.1983922,-121.6169108,39.1404477
3,6.069864,46.317077,13.3612671,38.1156879
3,-0.1276831,51.5073346,-98.8138763,53.7608608
3,-3.7003454,40.4166909,-0.4496824,39.1212219
3,-0.1276831,51.5073346,-0.123429,51.459677
3,-99.133208,19.4326077,-87.2167,14.0833
3,49.1053247,36.1507319,-71.542969,-35.675147
3,-1.2525483,51.7257225,-71.1097335,42.3736158
3,6.1422961,46.1983922,120.960515,23.69781
3,-83.0457538,42.331427,-0.1252392,51.5146386
3,-71.2092214,42.3370413,24.9435553,60.1665856
3,-0.1276831,51.5073346,-1.527334,54.13564
3,8.6836752,50.1315855,10.451526,51.165691
3,-74.0059731,40.7143528,8.227512,46.818188
3,-0.7532809,39.4840108,2.1699187,41.387917
3,151.2068896,-33.873651,139.6917064,35.6894875
3,-102.552784,23.634501,-103.4067861,25.5428443
3,77.5486789,12.8855473,80.249583,13.060422
3,-0.1276831,51.5073346,-6.0679194,39.4937392
3,-0.1081684,51.5151007,-1.255285,51.751724
3,-90.2915132,43.2233214,-79.3831843,43.653226
3,-123.1139268,49.261226,-116.5765035,53.9332706
3,-79.3831843,43.653226,-113.4909267,53.544389
3,-87.6297982,41.8781136,121.0437003,14.6760413
3,-3.7003454,40.4166909,-5.3482559,36.1611788
3,5.9205217,52.9605613,5.291266,52.132633
3,-2.58791,51.454513,39.172989,21.543489
3,-0.742856,51.3353899,10.5267696,52.2688736
3,77.2052043,28.6039276,73.8567437,18.5204303
3,-90.1994042,38.6270025,-122.4194155,37.7749295
3,-84.7227071,39.0841968,21.4538527,43.5644094
3,32.400208,37.751954,37.38332,37.06622
3,4.8951679,52.3702157,5.3878266,52.1561113
3,77.5945627,12.9715987,73.1810976,22.3073095
3,-102.552784,23.634501,-100.106667,25.778333
3,8.227512,46.818188,2.3522219,48.856614
3,-122.4194155,37.7749295,-112.0740373,33.4483771
3,13.4060912,52.519171,-123.1139268,49.261226
3,-66.902061,10.491016,-99.133208,19.4326077
3,-118.2436849,34.0522342,-105.2705456,40.0149856
3,6.1422961,46.1983922,-78.8783689,42.8864468
3,72.8776559,19.0759837,76.2673041,9.9312328
3,-0.1276831,51.5073346,-93.6091064,41.6005448
3,18.06491,59.32893,20.2630354,63.8258471
3,6.1422961,46.1983922,-81.2390443,43.0205289
3,6.069864,46.317077,22.937506,-30.559482
3,6.1422961,46.1983922,5.6653948,51.9691868
3,6.1422961,46.1983922,-0.0746984,51.5346669
3,-0.5249038,38.3960999,-8.5463034,42.8804471
3,-0.1276831,51.5073346,-0.081814,51.654465
3,-2.218742,53.441936,-71.1097335,42.3736158
3,-3.435973,55.378051,55.1355141,25.2142354
3,-0.1276831,51.5073346,-0.3173869,51.686808
3,-3.435973,55.378051,-99.9018131,41.4925374
3,-88.2300681,40.1092467,-95.712891,37.09024
3,-84.7227071,39.0841968,-67.5415996,45.6717743
3,-70.162651,18.735693,-69.9833333,18.5
3,-91.8479332,37.6658757,-111.0937311,34.0489281
3,1.2409341,41.1935987,-85.6023643,44.3148443
3,-0.1276831,51.5073346,139.6364379,35.6995657
3,-3.7003454,40.4166909,-4.3168709,41.401816
3,-0.1276831,51.5073346,-2.13125,49.214439
3,6.1422961,46.1983922,142.7027956,-20.9175738
3,-1.890401,52.486243,-0.1276831,51.5073346
3,-89.3985283,40.6331249,13.3612671,38.1156879
3,-75.9268747,40.3356483,-95.3693896,29.7601927
3,-1.1743197,52.3555177,0.8864021,52.6139686
3,-91.8479332,37.6658757,-94.1574263,36.0625795
3,25.748151,61.92411,7.6784897,45.0629022
3,-4.4200163,36.7196484,-3.5979291,37.1764874
3,-49.9782961,-20.4203429,-49.2732515,-25.4283563
3,-0.1276831,51.5073346,-2.695478,53.697931
3,9.7320104,52.3758916,-2.9234409,43.2569629
3,-119.4179324,36.778261,-85.6023643,44.3148443
3,-102.1732882,31.9524799,4.4028818,51.2192159
3,-2.247926,53.479251,-76.5835621,36.7282054
3,-0.1276831,51.5073346,-5.537592,50.118798
3,-98.883689,19.482675,-1.1298897,37.9834449
3,-118.2436849,34.0522342,-81.243177,42.9869502
3,4.8951679,52.3702157,5.8987296,51.9851034
3,-88.2300681,40.1092467,138.252924,36.204824
3,6.1422961,46.1983922,19.365964,49.7968257
3,18.643501,60.128161,-1.1743197,52.3555177
3,6.1422961,46.1983922,-77.3911344,37.3563429
3,-3.7003454,40.4166909,-6.289587,36.529974
3,4.805528,43.949317,2.213749,46.227638
3,9.6091122,59.209868,10.7522454,59.9138688
3,-73.050319,-36.818938,-70.7771136,-33.5215856
3,6.1422961,46.1983922,35.3213333,37.0
3,-94.1875649,30.0938457,144.7851531,-37.4713077
3,-3.7003454,40.4166909,-101.186421,19.700593
3,28.97696,41.00527,36.172571,36.586863
3,-3.7003454,40.4166909,-101.3544964,20.6786652
3,144.9630556,-37.8136111,144.7851531,-37.4713077
3,-70.641997,-33.4691199,-70.142223,-20.2167
3,-3.3641362,40.481663,2.1699187,41.387917
3,9.9936818,53.5510846,-85.207229,12.865416
3,-3.413702,50.619957,-0.1276831,51.5073346
3,10.3089377,56.994913,-0.3768049,39.4702393
3,151.2068896,-33.873651,35.4954794,33.8886289
3,-88.3125738,41.8500284,-87.6297982,41.8781136
3,-122.6762071,45.5234515,139.6917064,35.6894875
3,-85.5398887,42.9082423,-77.0363658,38.8951118
3,-105.2705456,40.0149856,-81.6954088,41.4994954
3,77.22496,28.635308,72.830829,19.055229
3,6.1422961,46.1983922,142.4844995,-38.3827659
3,-73.5539925,45.5086699,55.307485,25.271139
3,-74.11705,10.0556,-6.2926926,36.5297156
3,-79.0558445,35.9131996,-0.1276831,51.5073346
3,2.649966,39.5695059,-3.6997623,42.3408923
3,1.5208624,41.5911589,-0.7532809,39.4840108
3,-6.2275256,36.596953,-2.9234409,43.2569629
3,-122.1821871,37.4538274,103.819836,1.352083
3,6.1422961,46.1983922,-98.582138,50.130164
3,-8.395835,43.3708731,-74.297333,4.570868
3,-3.435973,55.378051,-3.533899,50.718412
3,-2.247926,53.479251,-95.992775,36.1539816
3,-74.0059731,40.7143528,-122.1634582,47.7542651
3,-118.4911912,34.0194543,-71.0597732,42.3584308
3,-0.1276831,51.5073346,-97.4394777,35.2225668
3,-0.1276831,51.5073346,4.4939262,52.1603216
3,-0.137163,50.82253,1.297355,52.6308859
3,-0.1276831,51.5073346,151.7788922,-32.926696
3,-43.2095869,-22.9035393,-49.2232687,-25.2930701
3,-0.1276007,51.5033283,-74.0059731,40.7143528
3,174.7633315,-36.8484597,-2.9915726,53.4083714
3,-87.6297982,41.8781136,-1.255285,51.751724
3,-0.5161829,51.655632,-8.24389,53.41291
3,-95.712891,37.09024,-74.0758333,4.5980556
3,-92.1450245,31.2448234,-87.6297982,41.8781136
3,-105.2705456,40.0149856,21.824312,39.074208
3,-0.1276831,51.5073346,-118.1541632,34.6867846
3,-0.1276831,51.5073346,-1.6441835,42.8179879
3,-2.9234409,43.2569629,-3.0063889,43.3441667
3,16.386398,48.1392831,27.2440957,38.4626548
3,-3.7003454,40.4166909,-3.7033046,40.4168762
3,-86.7833333,36.1666667,-86.7833333,36.1666667
3,-3.7003454,40.4166909,-42.604303,71.706936
3,-95.712891,37.09024,-80.2264393,25.7889689
3,-67.999815,10.174127,-79.897453,-2.203816
3,6.1422961,46.1983922,29.08639,37.77652
3,-84.7227071,39.0841968,-4.224721,57.477773
3,-51.92528,-14.235004,-83.985,42.43472
3,6.1422961,46.1983922,-70.162651,18.735693
3,-118.2436849,34.0522342,-93.8531399,36.3854496
3,-122.1660756,37.424106,-122.03476,37.362517
3,-74.0059731,40.7143528,-76.93776,38.9896967
3,-3.435973,55.378051,-2.9499066,51.0587013
3,-5.6619264,43.5452608,-0.8799101,41.6568307
3,-0.1276831,51.5073346,-3.173507,51.438798
3,-0.137163,50.82253,72.8776559,19.0759837
3,77.22496,28.635308,85.8245398,20.2960587
3,6.1422961,46.1983922,-71.5723953,43.1938516
3,6.1422961,46.1983922,-105.0813734,39.7047095
3,13.003822,55.604981,-79.403472,43.729391
3,6.0560873,46.2339591,-72.3334026,-37.4808916
3,-3.435973,55.378051,49.1053247,36.1507319
3,-118.4911912,34.0194543,-1.1743197,52.3555177
3,2.3522219,48.856614,7.006491,43.6023319
3,-3.3941156,51.508244,-3.188267,55.953252
3,-3.7003454,40.4166909,-99.646761,19.287867
3,139.6917064,35.6894875,-4.251806,55.864237
3,-0.18544,51.5310024,144.9630556,-37.8136111
3,35.4954794,33.8886289,35.862285,33.854721
3,-84.7227071,39.0841968,-0.1282744,51.4988998
3,-0.137163,50.82253,-0.3367413,53.7456709
3,-0.18544,51.5310024,-106.346771,56.130366
3,-0.1276831,51.5073346,12.1008559,49.0145423
3,2.1412273,41.3721885,-4.4200163,36.7196484
3,-84.7227071,39.0841968,-85.3232139,51.253775
3,-0.1276831,51.5073346,-1.3517947,53.7306671
3,25.748151,61.92411,21.164539,42.672421
3,-0.1276831,51.5073346,-2.217758,51.745734
3,78.96288,20.593684,74.7973681,34.0836581
3,-84.7227071,39.0841968,-47.9291698,-15.7801482
3,-118.1445155,34.1477849,-2.247926,53.479251
3,-74.0059731,40.7143528,-7.7122229,53.2356871
3,77.22496,28.635308,73.6915439,24.5712699
3,-74.0059731,40.7143528,-122.0267787,47.1631573
3,150.5099759,-23.3776546,18.06491,59.32893
3,-81.6954088,41.4994954,-1.1743197,52.3555177
3,-0.1276831,51.5073346,-0.0718588,51.5516891
3,-0.1276831,51.5073346,-92.3340724,38.9517053
3,6.1422961,46.1983922,-75.9268747,40.3356483
3,-0.1276831,51.5073346,-121.9552356,37.3541079
3,2.0104398,41.560953,-3.7003454,40.4166909
3,-122.4194155,37.7749295,-74.0758333,4.5980556
3,-105.2705456,40.0149856,-5.9300858,54.5958654
3,-122.4194155,37.7749295,-81.5157535,27.6648274
3,-1.1743197,52.3555177,-1.128462,53.52282
3,6.1422961,46.1983922,-74.9789595,39.829728
3,-92.1450245,31.2448234,-79.3831843,43.653226
3,-119.4179324,36.778261,-120.5542012,43.8041334
3,-8.395835,43.3708731,-2.467904,36.8401632
3,-84.7227071,39.0841968,-1.7776378,53.3421305
3,-105.2705456,40.0149856,11.97456,57.70887
3,-73.95,40.65,-82.907123,32.1574351
3,-1.8562221,38.983689,-0.3768049,39.4702393
3,-3.7003454,40.4166909,0.8941285,41.6300368
3,-122.6762071,45.5234515,34.777819,32.066158
3,-122.6762071,45.5234515,4.3517103,50.8503396
3,-75.163789,39.952335,-87.6297982,41.8781136
3,-98.902687,19.412609,-102.552784,23.634501
3,3.9352037,51.8090723,4.8951679,52.3702157
3,-3.7003454,40.4166909,-74.7702801,10.9861096
3,-77.0363658,38.8951118,12.5666667,32.75
3,-3.435973,55.378051,-0.22309,51.763366
3,-0.1276831,51.5073346,-0.2196923,51.4871753
3,120.9010259,14.2491516,-77.0363658,38.8951118
3,-122.6762071,45.5234515,121.5598345,25.091075
3,-105.2705456,40.0149856,73.8567437,18.5204303
3,-84.7227071,39.0841968,2.6361742,50.5326873
3,-74.0059731,40.7143528,-105.8700901,34.5199402
3,49.1053247,36.1507319,-1.2814014,51.4659863
3,-80.8431267,35.2270869,-79.3831843,43.653226
3,-2.234475,53.414094,13.4060912,52.519171
3,6.1422961,46.1983922,-2.445258,52.678419
3,6.1422961,46.1983922,-55.765835,-32.522779
3,-3.7003454,40.4166909,-70.7695049,19.5241334
3,13.003822,55.604981,-104.9847179,39.737567
3,6.1422961,46.1983922,-72.516667,42.366667
3,-2.9234409,43.2569629,2.2877888,41.6082128
3,-77.0363658,38.8951118,-85.6023643,44.3148443
3,-73.95,40.65,-102.552784,23.634501
3,49.1053247,36.1507319,-8.602816,41.1650559
3,-2.247926,53.479251,-77.0622028,-12.0478158
3,-75.9268747,40.3356483,10.451526,51.165691
3,25.748151,61.92411,25.9942696,64.8074781
3,100.1577,49.636871,-82.907123,32.1574351
3,-51.92528,-14.235004,-53.4552361,-24.9554503
3,-74.0059731,40.7143528,-0.8799101,41.6568307
3,6.1422961,46.1983922,8.946256,44.4056499
3,-0.1276831,51.5073346,-84.4838654,42.7369792
3,7.4246158,43.7384176,-61.551,16.265
3,2.1699187,41.387917,12.4607737,41.9015141
3,-3.74922,40.463667,-4.6383126,37.5896304
3,-2.234475,53.414094,25.748151,61.92411
3,13.4060912,52.519171,-2.247926,53.479251
3,-77.6109219,43.16103,-77.6109219,43.16103
3,-118.2436849,34.0522342,-6.4923145,54.7877149
3,6.1422961,46.1983922,9.3925475,47.0509432
3,4.8951679,52.3702157,12.56738,41.87194
3,-106.0737,28.630581,-89.62,20.97
3,-1.1743197,52.3555177,-2.3382346,50.7390661
3,-7.7214706,42.0623294,-3.74922,40.463667
3,-74.0059731,40.7143528,-71.2356113,42.3764852
3,-3.74922,40.463667,-76.0074999,37.2208333
3,10.4508956,32.9210902,-5.7437781,41.5036834
3,32.400208,37.751954,27.88261,39.648369
3,8.9523121,46.0065117,11.2480006,43.7710332
3,1.2409341,41.1935987,-101.680496,21.123619
3,-79.0558445,35.9131996,-99.133208,19.4326077
3,120.9010259,14.2491516,-118.317647,34.0953519
3,-122.4194155,37.7749295,-88.0118473,41.7435073
3,-3.7003454,40.4166909,-3.6263943,40.5475111
3,-51.92528,-14.235004,-46.1871339,-23.5247535
3,-74.0059731,40.7143528,5.7331073,58.9699756
3,-3.7003454,40.4166909,-102.2912701,21.8817964
3,-0.1276831,51.5073346,140.1062907,35.6072668
3,6.069864,46.317077,37.1666667,56.7333333
3,-88.2300681,40.1092467,126.9779692,37.566535
3,-0.1276831,51.5073346,-81.0348144,34.0007104
3,-117.84693,33.6482432,151.2068896,-33.873651
3,-0.1276831,51.5073346,-1.5531224,53.808644
3,-1.6441835,42.8179879,2.649966,39.5695059
3,2.3522219,48.856614,6.6335971,46.5199617
3,-119.4179324,36.778261,-63.5753196,44.6488625
3,-105.2705456,40.0149856,114.109497,22.396428
3,-3.7003454,40.4166909,-7.4098188,37.2146613
3,-73.95,40.65,-99.133208,19.4326077
3,6.1422961,46.1983922,-1.4675216,52.2671353
3,34.7961722,32.0464987,-81.6954088,41.4994954
3,-1.563191,52.379411,-3.435973,55.378051
3,-81.6954088,41.4994954,-84.3879824,33.7489954
3,-73.971414,40.76552,2.1699187,41.387917
3,-118.2436849,34.0522342,-91.6656232,41.9778795
3,4.360515,52.009507,4.481776,51.924216
3,-77.0363658,38.8951118,-81.6954088,41.4994954
3,25.8229886,57.825651,100.992541,15.870032
3,-102.552784,23.634501,-102.0224,20.33699
3,24.9435553,60.1665856,-2.094278,57.149717
3,-99.133208,19.4326077,-107.4795173,25.1721091
3,-0.1276831,51.5073346,0.731596,51.340402
3,-16.7246398,28.1218455,-1.9844474,43.3208116
3,-0.1276831,51.5073346,-6.33393,54.18006
3,-75.9268747,40.3356483,-74.0059731,40.7143528
3,6.1422961,46.1983922,-77.0132987,38.6315032
3,-122.4194155,37.7749295,77.5945627,12.9715987
3,-2.234475,53.414094,9.186516,45.4654542
3,6.1422961,46.1983922,-123.0867536,44.0520691
3,-77.026088,38.9906657,-99.9018131,31.9685988
3,-0.4174583,39.5072212,-3.5979291,37.1764874
3,-5.9300858,54.5958654,-3.7003454,40.4166909
3,-118.2436849,34.0522342,37.6154009,55.7427928
3,-86.4592091,13.4726005,-4.4200163,36.7196484
3,-91.8479332,37.6658757,-89.161,13.731
3,-43.2095869,-22.9035393,-46.3322474,-23.9618356
3,-77.0363658,38.8951118,-87.9064736,43.0389025
3,32.400208,37.751954,29.009297,41.042489
3,-74.0059731,40.7143528,-82.5306527,27.3364347
3,-105.2705456,40.0149856,-120.7401386,47.7510741
3,6.1422961,46.1983922,3.057256,50.62925
3,-84.7227071,39.0841968,55.1355141,25.2142354
3,-2.9234409,43.2569629,2.0104398,41.560953
3,-5.9832577,43.2504393,-0.4809945,38.34521
3,-3.74922,40.463667,-3.3641362,40.481663
3,151.2068896,-33.873651,146.8178787,-19.2576223
3,6.1422961,46.1983922,-0.655879,51.796078
3,-2.247926,53.479251,-1.9922127,51.2462714
3,120.9010259,14.2491516,-64.1821289,-31.3989296
3,6.1422961,46.1983922,-79.759924,43.685271
3,6.1422961,46.1983922,-71.4128343,41.8239891
3,-106.346771,56.130366,-57.6604364,53.1355091
3,-82.7374115,27.9995144,-66.58973,6.42375
3,6.1422961,46.1983922,-43.9385747,-19.9190677
3,6.1422961,46.1983922,-76.3424357,42.2328518
3,6.069864,46.317077,80.249583,13.060422
3,-3.435973,55.378051,-78.6386145,35.772096
3,-0.1276831,51.5073346,-0.071041,51.453937
3,-77.0363658,38.8951118,8.675277,9.081999
3,-2.247926,53.479251,-2.148731,52.456891
3,-3.74922,40.463667,-64.6919939,10.1329999
3,-102.1732882,31.9524799,13.1712485,50.3843015
3,0.121817,52.205337,144.9630556,-37.8136111
3,-97.7430608,30.267153,-123.1139268,49.261226
3,-74.0059731,40.7143528,-114.7420408,44.0682019
3,-3.74922,40.463667,-79.883889,-2.158056
3,-122.2930341,37.7924029,-1.470085,53.381129
3,-0.1276831,51.5073346,28.064559,-26.054097
3,6.069864,46.317077,-110.9613299,29.0891857
3,151.2068896,-33.873651,-122.3320708,47.6062095
3,6.1422961,46.1983922,-2.3535486,53.3863662
3,-93.26667,44.983334,72.8776559,19.0759837
3,45.079162,23.885942,-0.1584615,51.5238379
3,-0.1276831,51.5073346,-1.2525483,51.7257225
3,-3.7003454,40.4166909,-4.3980912,43.3859325
3,-74.0059731,40.7143528,1.0789089,51.280233
3,6.1422961,46.1983922,9.0851765,45.8080597
3,6.1422961,46.1983922,-86.5804473,35.5174913
3,-74.0059731,40.7143528,11.2480006,43.7710332
3,-2.247926,53.479251,-118.1541632,34.6867846
3,88.363895,22.572646,77.5945627,12.9715987
3,-84.7227071,39.0841968,-2.255003,53.789397
3,-2.234475,53.414094,2.213749,46.227638
3,-3.435973,55.378051,-1.265032,52.370878
3,77.22496,28.635308,-3.435973,55.378051
3,-2.247926,53.479251,-0.325858,51.062883
3,-8.5463034,42.8804471,-1.1298897,37.9834449
3,-122.03476,37.362517,-70.641997,-33.4691199
3,-118.2436849,34.0522342,-95.992775,36.1539816
3,-0.18544,51.5310024,-4.251806,55.864237
3,-102.1732882,31.9524799,-66.4619164,46.5653163
3,-77.0363658,38.8951118,-79.7919754,36.0726354
3,9.186516,45.4654542,13.3612671,38.1156879
3,-2.6189273,42.9896248,-3.0063889,43.3441667
3,13.003822,55.604981,55.307485,25.271139
3,-0.137163,50.82253,-1.470085,53.381129
3,-95.712891,37.09024,-89.4012302,43.0730517
3,5.291266,52.132633,13.3995091,42.3498479
3,-91.8479332,37.6658757,-94.5785667,39.0997265
3,-105.2705456,40.0149856,0.121817,52.205337
3,-0.4809945,38.34521,-0.4809945,38.34521
3,-74.0059731,40.7143528,8.468946,60.472024
3,144.9630556,-37.8136111,18.643501,60.128161
3,2.3522219,48.856614,6.176905,49.119666
3,24.9435553,60.1665856,12.5683371,55.6760968
3,150.5099759,-23.3776546,-4.251806,55.864237
3,-91.8479332,37.6658757,35.4954794,33.8886289
3,-75.163789,39.952335,-76.8844179,40.2737002
3,-8.395835,43.3708731,2.649966,39.5695059
3,-0.1276831,51.5073346,-6.985728,52.9918336
3,-122.6762071,45.5234515,-58.3815931,-34.6037232
3,-84.3879824,33.7489954,-86.1580736,39.7685155
3,-77.3063733,38.8462236,-85.3232139,51.253775
3,-92.1450245,31.2448234,9.501785,56.26392
3,-102.552784,23.634501,-102.5832426,22.7708555
3,-4.6524982,50.5036299,-71.0597732,42.3584308
3,-3.435973,55.378051,-84.5120196,39.1031182
3,-0.1276831,51.5073346,-104.7866228,38.7638563
3,-77.596998,37.441947,-0.1276831,51.5073346
3,6.1422961,46.1983922,144.7851531,-37.4713077
3,-122.4194155,37.7749295,24.9435553,60.1665856
3,6.1422961,46.1983922,-6.4164459,38.4257962
3,-122.6762071,45.5234515,13.003822,55.604981
3,-118.2436849,34.0522342,-118.3089661,34.1808392
3,150.5099759,-23.3776546,-87.6297982,41.8781136
3,-87.6297982,41.8781136,10.451526,51.165691
3,-0.137163,50.82253,-3.74922,40.463667
3,-3.7003454,40.4166909,4.6818811,52.4896766
3,-122.6762071,45.5234515,4.481776,51.924216
3,-84.7227071,39.0841968,-1.5666991,54.9951837
3,12.6459628,55.6287432,9.501785,56.26392
3,6.1422961,46.1983922,0.2764899,50.9285982
3,-3.74922,40.463667,-1.6441835,42.8179879
3,77.22496,28.635308,83.3731675,26.7605545
3,-2.247926,53.479251,-75.4007,40.9243
3,-99.133208,19.4326077,-99.1651614,19.2743464
3,-105.2705456,40.0149856,-79.6441198,43.5890452
3,-0.1276831,51.5073346,135.5111157,34.6473625
3,-73.2453824,42.4500845,9.501785,56.26392
3,-96.769923,32.802955,4.469936,50.503887
3,-102.1732882,31.9524799,-97.3208496,32.725409
3,-74.0059731,40.7143528,-4.1360198,50.3719165
3,-43.2095869,-22.9035393,-43.104335,-22.8807655
3,-121.8389583,37.9970938,-3.7003454,40.4166909
